video_name,track_id,y_var,y_std,straightness_ratio
input_ped_2.mp4,1,103.94395325750997,10.195290739233972,2.006536711945982
input_ped_2.mp4,2,4.488070073183374,2.1185065667076355,1.595771357016304
input_ped_2.mp4,3,342.4175384474992,18.504527512138733,1.7317549621643797
input_ped_2.mp4,4,3.027045093571437,1.7398405368226817,1.0236614142266425
input_ped_2.mp4,20,209834.6549924463,458.07712777702216,2.9202486046353373
input_ped_2.mp4,26,63.63695242681417,7.977277256483829,1.259467330983101
input_ped_2.mp4,46,49.97102260332148,7.06901850353509,1.4457276481091241
input_ped_2.mp4,51,119.05152479937442,10.911073494362249,1.0907996379247944
input_ped_3.mp4,1,276.05769633279925,16.614984090657423,1.1546880450967478
input_ped_3.mp4,63,970.1334617798841,31.146965530848814,1.0332528124175488
input_ped_3.mp4,66,13946.313123139154,118.09450928446739,1.254594935309547
input_ped_3.mp4,73,30.733496469950936,5.543779980297823,1.4656391378372937
input_ped_1.mp4,74,62.4403068422612,7.901917921761855,1.3789588217647708
input_ped_1.mp4,75,152.18668410498861,12.336396722908543,1.2264204652213933
input_ped_1.mp4,77,4.158536730985127,2.039249060557618,2.307057551952144
input_ped_4.mp4,74,3742.9657077440615,61.17978185433535,1.4925811502901416
input_ped_4.mp4,103,335.10288748199207,18.3058156737686,1.6104234584411687
input_ped_4.mp4,104,6.755830804409803,2.5991981079574913,1.158613044881951
input_ped_4.mp4,106,5000.20623254486,70.7121363879275,1.1598706271778496
input_ped_4.mp4,109,2778.9667102456665,52.71590566656013,1.2925557115684725
input_pmd_5.mp4,122,3.323142237152994,1.8229487752410911,1.0043815420784323
input_pmd_4.mp4,129,7.980555054070191,2.8249876201622888,16.727333135512467
input_pmd_4.mp4,131,32.376449040862155,5.690030671346347,1.0066513050115358
input_pmd_3.mp4,129,11.301143707391502,3.361717374704706,14.713042733763574
input_pmd_3.mp4,132,114.01405524257514,10.677736428783732,1.0091262429437808
input_pmd_2.mp4,129,7.485145850169411,2.735899459075463,17.96320609769685
input_pmd_2.mp4,132,11.898681288061516,3.449446519089913,1.0489431892579077
input_pmd_2.mp4,135,1694.277389253871,41.16160090732467,1.0232528473228568
input_pmd_1.mp4,129,2.6057816750096747,1.614243375395939,19.091876801084673
input_pmd_1.mp4,138,145.75916962999725,12.07307622894833,1.0672408196585974
input_pmd_1.mp4,139,54.004896538724715,7.348802388057847,1.2636820397814135
