video_name,track_id,y_var,y_std,straightness_ratio,walking_band_energy,arm_angle_var,cluster
input_ped_2.mp4,1,10.157179027652859,3.1870329505125703,2.006536711945982,7.188133548750687,115.74164081508908,0
input_ped_2.mp4,2,1.1652213949020802,1.079454211581983,1.595771357016304,1.2056939396537014,335.50287060102136,0
input_ped_2.mp4,3,1.885552999491637,1.3731543975429845,1.7317549621643797,1.7608014948665414,39.14970415204058,0
input_ped_3.mp4,1,15.993686201819207,3.9992106973525674,1.1546880450967478,7.001089717981183,659.4654410587642,0
input_ped_3.mp4,63,12.30328568603856,3.50760398078782,1.02537033111669,5.010882684949135,394.0885038531256,0
input_ped_3.mp4,66,6.663302374572465,2.581337322895337,1.1606991128565123,3.8738471153445744,1368.381625546774,0
input_ped_1.mp4,74,3.5811008988697584,1.8923796920464344,1.3789588217647708,4.937468723379677,1471.0890681929725,0
input_ped_4.mp4,74,58.58019669764198,7.653770096994159,1.4925811502901416,9.813791698831537,2646.402794298874,0
input_ped_4.mp4,103,6.477491809919662,2.54509170953026,1.158613044881951,7.729798504471736,2411.1866013973945,0
input_ped_4.mp4,105,2.6837770598217374,1.6382237514520834,1.1598706271778496,3.83900698315312,189.90914918011254,0
input_ped_4.mp4,108,3.511217624778918,1.8738243313552416,1.2925557115684725,3.005397310688651,1807.6055057129395,0
input_ped_5.mp4,121,50.91929791052528,7.135775915100283,1.3115623561236165,19.283223872554366,4700.310629229086,0
input_ped_5.mp4,122,26.57779755766661,5.1553658994941,1.3151715590086748,17.803183818005607,0.0,0
input_ped_5.mp4,196,40.90453637760264,6.395665436653378,1.1534782018570566,27.666862253238122,54.537078087028505,0
input_ped_5.mp4,205,32.184466695136024,5.673135525891834,1.0199676625153806,45.59911196069018,1483.6105503908152,0
input_ped_7.mp4,240,17.591078244934536,4.194171937931793,1.0208763323369805,31.001697855677843,802.6090617817113,0
input_ped_7.mp4,241,17.338187849714753,4.163914966676764,1.036027411597477,22.5054963505144,2720.768978212653,0
input_ped_7.mp4,249,22.916240839917116,4.787091062421637,1.036834374748879,24.552181718293664,507.12311577916455,0
